"TimeCreated","LogName","ProviderName","EventId","Level","RecordId","MachineName","UserId","ProcessId","ThreadId"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Processor-Power","55","Information","23992","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Processor-Power","55","Information","23991","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Processor-Power","55","Information","23990","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Processor-Power","55","Information","23989","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Processor-Power","55","Information","23988","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.23 AM","System","Microsoft-Windows-Kernel-Processor-Power","55","Information","23987","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.22 AM","System","Microsoft-Windows-Kernel-PnP","219","Warning","23986","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.22 AM","System","Microsoft-Windows-DriverFrameworks-UserMode","10118","Information","23985","DESKTOP-G8U5C6E","S-1-5-18","4","328"
"22-04-2026 10.22.22 AM","System","VMnetAdapter","36","Information","23984","DESKTOP-G8U5C6E",,"4","620"
"22-04-2026 10.22.22 AM","System","Microsoft-Windows-Kernel-Power","172","Information","23983","DESKTOP-G8U5C6E","S-1-5-18","4","324"
"22-04-2026 10.22.22 AM","System","Microsoft-Windows-Kernel-Power","125","Information","23982","DESKTOP-G8U5C6E","S-1-5-18","4","8"
"22-04-2026 10.22.22 AM","System","Microsoft-Windows-FilterManager","6","Information","23981","DESKTOP-G8U5C6E","S-1-5-18","4","8"
"22-04-2026 10.22.12 AM","System","DNE","32771","Information","23980","DESKTOP-G8U5C6E",,"4","324"
"22-04-2026 10.22.12 AM","System","Microsoft-Windows-FilterManager","6","Information","23979","DESKTOP-G8U5C6E","S-1-5-18","4","8"
"22-04-2026 10.22.12 AM","System","Microsoft-Windows-FilterManager","6","Information","23978","DESKTOP-G8U5C6E","S-1-5-18","4","8"
"22-04-2026 10.22.11 AM","System","Microsoft-Windows-Ntfs","98","Information","23977","DESKTOP-G8U5C6E","S-1-5-18","4","320"
